Тип,Название,Цена,Ресторан,Ссылка,Адресс
"Салат","Сыр «Моцарела» фри"," 69","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Салат","Куриные стрипсы"," 69","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Удон с курицей»"," 79","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Удон с курицей» XL"," 105","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Удон с телятиной»"," 89","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Удон с телятиной» XL"," 109","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Удон с овощами»"," 61","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Удон с овощами» XL"," 85","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Удон с морепродуктами»"," 114","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Удон с морепродуктами» XL"," 134","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Рисовая с курицей»"," 85","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Рисовая с курицей» XL"," 105","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Рисовая с телятиной»"," 89","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Рисовая с телятиной» XL"," 109","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Рисовая с морепродуктами»"," 114","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Рисовая с морепродуктами» XL"," 134","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Рисовая с овощами»"," 61","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Паста","Лапша «Рисовая с овощами» XL"," 85","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Филадельфия гурман»"," 179","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Футомаки с копченым лососем»"," 98","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Хаманиши»"," 117","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Чиз»"," 65","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Маки с угрем»"," 86","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Маки с лососем»"," 65","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Суши Мастер»"," 98","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Нинику»"," 99","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Темари»"," 58","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Калифорния с лососем в кунжуте»"," 84","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Фуджи»"," 113","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Калифорния краб микс»"," 64","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Окинава»"," 114","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Филадельфия лайт»"," 79","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Калифорния с лососем в икре»"," 94","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Маки огурец»"," 39","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Калифорния с копченым лососем в икре»"," 117","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Калифорния темпура»"," 79","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Дракон с лососем»"," 159","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Дракон»"," 186","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Маки с копченым лососем»"," 73","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Феликс»"," 75","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Калифорния с крабовым миксом в икре»"," 79","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Филадельфия найт»"," 112","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Маки с авокадо»"," 54","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Филадельфия де люкс с копченым лососем»"," 139","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Филадельфия де люкс»"," 112","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Тунец»"," 139","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Оушен темпура»"," 99","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Нежный с лососем»"," 98","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Нежный с курицей»"," 84","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Футомаки с лососем»"," 93","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Калифорния с копченым лососем в кунжуте»"," 108","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Темпура»"," 73","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Филадельфия классик»"," 159","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Калифорния с хияши»"," 69","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Феликс копченый»"," 93","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Филадельфия лайт копченая»"," 109","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Маки с лососем и сыром»"," 69","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Маки с креветкой»"," 62","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Угорь темпура»"," 129","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Калифорния де люкс»"," 129","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Золотой дракон»"," 179","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Кранч с креветкой»"," 89","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Рейнбоу»"," 149","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Филадельфия в угре»"," 189","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Футомаки с креветкой в темпуре»"," 89","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Ролл «Радужный дракон»"," 149","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Суши «Копченый лосось»"," 36","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Суши «Лосось»"," 26","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Суши «Угорь»"," 43","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Суши «Тунец»"," 32","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Суши «Креветка»"," 32","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Суши «Гункан с угрем»"," 41","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Суши «Гункан с лососем»"," 32","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Суши «Гункан с тунцом»"," 39","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Суши «Гункан с креветками»"," 29","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Фила хит»"," 299","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Фаворит»"," 859","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Гранд Филадельфия»"," 399","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «5 хитов»"," 379","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Рок-н-ролл»"," 313","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Микс»"," 379","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Бинго»"," 279","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Филадельфия макси»"," 268","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Филадельфия»"," 340","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Хитовый»"," 899","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Вега»"," 125","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Маки»"," 179","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Мегахит»"," 345","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Чемпион»"," 579","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Золотой дракон»"," 399","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Теплый»"," 339","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Суши","Сет «Гурман»"," 379","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
"Напиток","Морс «Клюквенный»"," 25","Суши Мастер","https://eda.ua/restorany/sushi-master","Оболонский проспект, 26; улица Княжий Затон, 9; улица Академика Вильямса 6а; вулиця Дорогожицька, 2; Московський проспект, 23; Московський проспект, 15А; улица Георгия Кирпы 5; проспект Победы, 24"
